Volume Fraction,Matrix Density,Matrix Elastic Modulus,Matrix Poisson's Ratio,Matrix Yield Strength,Matrix Hardening Parameter,Temperature,Fiber Density,Fiber Elastic Modulus 1,Fiber Elastic Modulus 2,Fiber Elastic Modulus 3,Fiber Poisson 1,Fiber Poisson 2,Fiber Poisson 3,Fiber Shear 1,Fiber Shear 2,Fiber Shear 3,Elastic Modulus
0.11,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1487.091394
0.12,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1501.487482
0.13,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1552.180395
0.14,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1572.506623
0.15,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1607.708988
0.16,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1627.251733
0.17,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1687.950251
0.18,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1698.814115
0.19,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1730.740214
0.2,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1757.467419
0.21,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1812.240563
0.22,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1836.612711
0.23,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1881.649814
0.24,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1934.186988
0.25,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1958.190709
0.26,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2003.180947
0.27,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2047.457724
0.28,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2101.590711
0.29,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2138.659017
0.3,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2180.769357
0.31,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2194.009509
0.32,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2273.599549
0.33,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2333.550077
0.34,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2362.312895
0.35,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2447.102007
0.36,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2483.621795
0.37,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2514.074375
0.38,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2559.33066
0.39,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2685.190552
0.4,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2741.546375
0.41,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2785.337009
0.42,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2792.840165
0.43,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2952.502797
0.44,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2968.687235
0.45,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3019.423835
0.46,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3181.050859
0.47,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3220.062712
0.48,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3329.874611
0.49,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3371.99016
0.5,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3520.432932
0.01,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1370.419071
0.02,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1412.261986
0.03,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1434.353856
0.04,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1463.122928
0.05,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1481.773688
0.06,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1533.080285
0.07,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1558.176777
0.08,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1577.264043
0.09,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1606.563584
0.1,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1657.144673
0.11,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1689.778471
0.12,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1708.219998
0.13,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1764.294239
0.14,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1785.515378
0.15,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1826.75168
0.16,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1845.775866
0.17,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1915.428202
0.18,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1928.330413
0.19,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1964.877671
0.2,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1997.930265
0.21,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2056.68885
0.22,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2085.336739
0.23,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2135.209424
0.24,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2196.237207
0.25,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2221.157316
0.26,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2275.212231
0.27,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2316.502713
0.28,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2381.100638
0.29,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2424.43424
0.3,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2472.416956
0.31,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2487.437154
0.32,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2577.851447
0.33,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2645.279513
0.34,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2677.264074
0.35,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2784.065553
0.36,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2815.863043
0.37,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2850.425258
0.38,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2901.540061
0.39,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3039.052242
0.4,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3108.062064
0.41,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3162.036718
0.42,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3165.516439
0.43,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3345.6857
0.44,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3364.465511
0.45,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3421.2827
0.46,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3604.141611
0.47,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3647.399144
0.48,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3774.658733
0.49,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3821.424933
0.5,1200,1354.231975,0.37,77.586207,0.23256682,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3989.992667
0.01,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1677.162526
0.02,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1723.879404
0.03,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1748.677258
0.04,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1767.868805
0.05,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1800.361215
0.06,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1861.995183
0.07,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1894.240079
0.08,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1919.828869
0.09,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1948.986085
0.1,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2012.355467
0.11,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2052.379121
0.12,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2070.560963
0.13,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2139.155942
0.14,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2166.688154
0.15,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2213.539398
0.16,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2236.688465
0.17,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2321.214795
0.18,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2331.720532
0.19,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2377.955083
0.2,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2421.084053
0.21,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2490.942318
0.22,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2523.617962
0.23,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2585.406109
0.24,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2651.174986
0.25,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2686.247427
0.26,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2748.028906
0.27,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2809.325878
0.28,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2881.6878
0.29,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2931.473401
0.3,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2988.777615
0.31,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3010.007711
0.32,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3113.592689
0.33,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3195.666767
0.34,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3236.589633
0.35,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3361.197986
0.36,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3400.637028
0.37,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3444.789833
0.38,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3506.099597
0.39,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3671.71375
0.4,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3746.09525
0.41,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3806.059903
0.42,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3820.513375
0.43,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,4038.882714
0.44,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,4054.395964
0.45,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,4131.731286
0.46,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,4349.445143
0.47,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,4401.398857
0.48,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,4551.413214
0.49,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,4601.428381
0.5,1200,1655.172414,0.37,67.241379,0.544620657,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,4806.586095
0.01,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1414.567571
0.02,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1455.71133
0.03,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1478.748999
0.04,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1507.544367
0.05,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1529.868946
0.06,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1575.12021
0.07,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1606.150625
0.08,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1626.263542
0.09,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1651.881464
0.1,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1706.527961
0.11,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1739.926454
0.12,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1757.331867
0.13,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1816.27062
0.14,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1838.610557
0.15,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1879.644507
0.16,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1903.668631
0.17,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1972.944212
0.18,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1986.117952
0.19,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2020.368878
0.2,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2055.853313
0.21,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2118.015192
0.22,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2146.501062
0.23,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2198.397569
0.24,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2257.856901
0.25,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2288.620254
0.26,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2339.486973
0.27,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2391.153809
0.28,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2451.058091
0.29,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2495.738973
0.3,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2542.657933
0.31,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2561.100125
0.32,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2651.534438
0.33,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2723.430133
0.34,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2753.877791
0.35,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2861.237833
0.36,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2890.6066
0.37,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2934.606667
0.38,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2977.280978
0.39,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3133.669667
0.4,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3196.270903
0.41,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3254.855528
0.42,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3257.814375
0.43,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3439.8005
0.44,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3463.427232
0.45,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3524.9675
0.46,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3705.495964
0.47,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3750.4385
0.48,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3884.749643
0.49,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3935.759714
0.5,1200,1396.551724,0.37,62.068966,0.346699482,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,4106.557143
0.01,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1089.307667
0.02,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1124.422353
0.03,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1141.858294
0.04,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1162.562012
0.05,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1179.074356
0.06,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1221.658485
0.07,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1244.602111
0.08,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1260.46097
0.09,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1283.027875
0.1,1200,1075.862069,0.37,46.551724,0.285243921,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1324.716705
