Volume Fraction,Matrix Density,Matrix Elastic Modulus,Matrix Poisson's Ratio,Matrix Yield Strength,Matrix Hardening Parameter,Temperature,Fiber Density,Fiber Elastic Modulus 1,Fiber Elastic Modulus 2,Fiber Elastic Modulus 3,Fiber Poisson 1,Fiber Poisson 2,Fiber Poisson 3,Fiber Shear 1,Fiber Shear 2,Fiber Shear 3,Elastic Modulus
0.1,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3062.602655
0.11,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3121.127371
0.12,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3146.56619
0.13,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3244.770692
0.14,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3291.243
0.15,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3363.811231
0.16,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3394.18609
0.17,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3523.9427
0.18,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3541.319083
0.19,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3607.676783
0.2,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3665.658402
0.21,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3769.895258
0.22,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3823.575126
0.23,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3904.775652
0.24,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,4017.003912
0.25,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,4064.690436
0.26,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,4142.815641
0.27,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,4233.418982
0.28,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,4354.7189
0.29,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,4424.607336
0.3,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,4514.247352
0.31,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,4541.400556
0.32,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,4703.722911
0.33,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,4813.536759
0.34,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,4879.952411
0.35,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,5065.540181
0.36,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,5126.124222
0.37,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,5181.998028
0.38,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,5275.026528
0.39,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,5526.01175
0.4,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,5646.60475
0.41,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,5733.015194
0.42,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,5752.590833
0.43,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,6064.533786
0.44,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,6093.595107
0.45,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,6202.201929
0.46,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,6532.158982
0.47,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,6610.566571
0.48,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,6832.928732
0.49,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,6911.867429
0.5,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,7196.204714
0.01,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2603.5196
0.02,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2677.678681
0.03,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2715.626401
0.04,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2752.936332
0.05,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2798.847744
0.06,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2879.506652
0.07,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2926.667061
0.08,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2965.177833
0.09,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3007.526508
0.1,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3101.792564
0.11,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3155.271227
0.12,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3185.963845
0.13,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3290.826
0.14,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3332.5556
0.15,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3402.293444
0.16,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3433.287437
0.17,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3569.200542
0.18,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3587.047989
0.19,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3640.755228
0.2,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3710.050667
0.21,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3817.725875
0.22,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3872.789028
0.23,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3957.305361
0.24,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,4069.928131
0.25,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,4117.630129
0.26,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,4188.417014
0.27,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,4290.410929
0.28,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,4401.359643
0.29,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,4482.585321
0.3,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,4567.873482
0.31,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,4592.399143
0.32,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,4758.312429
0.33,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,4876.554214
0.34,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,4938.887714
0.35,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,5118.889786
0.36,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,5185.619238
0.37,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,5232.48669
0.38,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,5331.466214
0.39,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,5600.119167
0.4,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,5715.933667
0.41,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,5808.188
0.42,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,5828.553167
0.43,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,6120.8505
0.44,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,6168.020167
0.45,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,6274.7646
0.46,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,6602.331633
0.47,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,6691.513
0.48,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,6916.325933
0.49,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,6998.5664
0.5,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,7299.5756
0.01,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1168.713611
0.02,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1207.982096
0.03,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1224.148603
0.04,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1243.128294
0.05,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1265.586518
0.06,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1309.499681
0.07,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1333.556781
0.08,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1351.072572
0.09,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1372.483571
0.1,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1416.538527
0.11,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1448.948912
0.12,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1465.372974
0.13,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1515.217878
0.14,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1536.82875
0.15,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1567.16312
0.16,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1582.461227
0.17,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1649.267673
0.18,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1659.522167
0.19,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1687.159468
0.2,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1720.133227
0.21,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1775.298245
0.22,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1796.422691
0.23,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1844.784233
0.24,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1893.062521
0.25,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1914.340607
0.26,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1958.376611
0.27,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2003.39875
0.28,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2064.530222
0.29,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2096.904497
0.3,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2141.838333
0.31,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2152.821722
0.32,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2226.148694
0.33,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2290.0752
0.34,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2319.711569
0.35,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2406.498032
0.36,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2440.454571
0.37,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2463.829125
0.38,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2509.8165
0.39,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2642.074429
0.4,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2695.556286
0.41,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2740.476911
0.42,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2749.679232
0.43,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2898.855
0.44,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2917.91031
0.45,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,2969.588833
0.46,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3131.402738
0.47,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3165.110095
0.48,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3280.269476
0.49,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3325.904
0.5,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,3469.447
0.01,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,2762.571347
0.02,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,2922.973007
0.03,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,2984.846714
0.04,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,3049.855593
0.05,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,3100.719469
0.06,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,3217.961379
0.07,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,3275.249975
0.08,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,3323.699529
0.09,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,3379.262822
0.1,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,3492.370935
0.11,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,3553.175153
0.12,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,3584.632475
0.13,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,3703.19398
0.14,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,3745.686725
0.15,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,3820.681
0.16,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,3863.296026
0.17,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,3991.706748
0.18,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,4022.449126
0.19,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,4086.245847
0.2,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,4142.657313
0.21,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,4268.06885
0.22,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,4311.452423
0.23,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,4413.194114
0.24,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,4523.24378
0.25,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,4581.005753
0.26,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,4667.409224
0.27,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,4769.970756
0.28,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,4890.668329
0.29,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,4952.524244
0.3,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,5042.179852
0.31,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,5081.248514
0.32,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,5240.642992
0.33,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,5375.143282
0.34,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,5444.648488
0.35,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,5627.292523
0.36,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,5683.004365
0.37,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,5748.869355
0.38,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,5849.356085
0.39,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,6111.830688
0.4,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,6210.68502
0.41,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,6334.888444
0.42,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,6342.289737
0.43,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,6667.944508
0.44,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,6675.55398
0.45,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,6800.612598
0.46,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,7141.410997
0.47,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,7216.618306
0.48,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,7443.445868
0.49,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,7533.918684
0.5,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,7833.912148
0.01,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,2719.732104
0.02,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,2877.388473
0.03,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,2936.888065
0.04,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,3001.802332
0.05,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,3061.213159
0.06,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,3169.962016
0.07,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,3231.78795
0.08,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,3274.84936
0.09,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,3331.474056
