Volume Fraction,Matrix Density,Matrix Elastic Modulus,Matrix Poisson's Ratio,Matrix Yield Strength,Matrix Hardening Parameter,Temperature,Fiber Density,Fiber Elastic Modulus 1,Fiber Elastic Modulus 2,Fiber Elastic Modulus 3,Fiber Poisson 1,Fiber Poisson 2,Fiber Poisson 3,Fiber Shear 1,Fiber Shear 2,Fiber Shear 3,Yield Strength
0.21,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,98.90772568
0.22,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,97.82345551
0.23,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,96.8279074
0.24,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,99.07385503
0.25,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,96.53065776
0.26,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,97.21090703
0.27,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,99.66476826
0.28,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,98.22543457
0.29,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,97.53567679
0.3,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,96.41133073
0.31,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,97.09238862
0.32,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,98.07608271
0.33,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,96.52344258
0.34,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,100.214412
0.35,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,96.14798343
0.36,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,101.7110723
0.37,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,96.57454995
0.38,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,100.0976224
0.39,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,97.61158364
0.4,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,99.09847558
0.41,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,98.50427361
0.42,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,101.2767317
0.43,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,100.2774577
0.44,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,101.7987854
0.45,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,98.02584362
0.46,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,98.5902804
0.47,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,100.3223834
0.48,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,102.8414337
0.49,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,103.5373905
0.5,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,100.350552
0.01,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,57.49761502
0.02,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,57.30859365
0.03,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,57.10886693
0.04,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,56.64997817
0.05,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,56.86311121
0.06,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,55.52422918
0.07,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,55.72492172
0.08,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,54.3261346
0.09,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,54.66768423
0.1,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,53.43299911
0.11,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,53.5904814
0.12,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,53.95005812
0.13,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,53.91768925
0.14,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,53.66355274
0.15,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,52.96669733
0.16,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,52.02109365
0.17,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,50.98857035
0.18,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,53.2675912
0.19,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,52.80693738
0.2,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,52.24922741
0.21,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,53.86392624
0.22,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,52.46171813
0.23,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,53.16881683
0.24,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,52.84012129
0.25,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,52.97720765
0.26,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,51.79002444
0.27,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,54.07864257
0.28,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,53.8093806
0.29,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,52.72988953
0.3,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,52.74167381
0.31,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,52.07963618
0.32,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,53.15183804
0.33,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,53.52879988
0.34,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,54.22614031
0.35,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,53.22852794
0.36,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,54.9310506
0.37,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,52.25158921
0.38,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,54.32944329
0.39,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,54.19605574
0.4,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,54.14857672
0.41,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,54.15048314
0.42,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,54.22257863
0.43,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,54.58286492
0.44,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,54.17709565
0.45,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,53.8945299
0.46,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,53.68260368
0.47,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,54.6089564
0.48,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,55.47654923
0.49,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,55.61683767
0.5,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,55.07048089
0.01,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,262.4614875
0.02,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,270.2815891
0.03,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,270.8872285
0.04,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,268.8271818
0.05,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,279.3770913
0.06,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,278.8892079
0.07,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,283.7525563
0.08,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,283.175726
0.09,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,285.3244144
0.1,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,292.1010685
0.11,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,282.8262354
0.12,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,289.8955905
0.13,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,283.0762624
0.14,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,283.6893235
0.15,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,282.5534036
0.16,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,275.3989292
0.17,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,259.3973417
0.18,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,282.1962643
0.19,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,276.3506138
0.2,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,273.0670246
0.21,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,261.7756006
0.22,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,259.2664148
0.23,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,260.4980974
0.24,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,237.329315
0.25,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,248.9391192
0.26,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,263.2946357
0.27,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,286.6342884
0.28,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,285.5171728
0.29,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,280.2526297
0.3,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,278.5229048
0.31,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,279.7393389
0.32,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,283.7204776
0.33,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,279.9139727
0.34,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,291.6251335
0.35,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,279.0608848
0.36,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,289.5480627
0.37,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,279.0174404
0.38,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,291.8426495
0.39,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,284.5321794
0.4,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,282.8263683
0.41,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,280.4784982
0.42,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,287.059105
0.43,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,277.7846497
0.44,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,283.4330299
0.45,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,288.8442047
0.46,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,283.5244592
0.47,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,291.7693824
0.48,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,292.8301485
0.49,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,301.2604608
0.5,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,289.8224326
0.01,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,148.5936827
0.02,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,147.4635578
0.03,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,173.066284
0.04,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,187.9801233
0.05,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,187.3216683
0.06,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,184.7543798
0.07,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,184.4673495
0.08,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,181.8943017
0.09,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,182.0621815
0.1,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,180.3251116
0.11,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,180.1479056
0.12,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,177.5836393
0.13,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,181.4343791
0.14,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,179.2237018
0.15,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,178.8692085
0.16,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,176.4524438
0.17,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,168.1383129
0.18,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,174.8274759
0.19,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,174.5072475
0.2,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,173.74932
0.21,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,178.6808234
0.22,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,172.2917492
0.23,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,176.6396381
0.24,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,175.8533622
0.25,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,175.4007906
0.26,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,174.7669528
0.27,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,174.6839485
0.28,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,179.0517312
0.29,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,173.4445779
0.3,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,174.1581896
0.31,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,176.259951
0.32,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,176.3678636
0.33,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,175.0963882
0.34,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,181.1771159
0.35,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,174.6668733
0.36,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,180.9586457
0.37,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,174.4584688
0.38,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,181.4285623
0.39,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,174.4841609
0.4,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,177.5357323
0.41,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,178.5717592
0.42,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,182.2152684
0.43,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,176.1062081
0.44,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,178.4811483
0.45,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,179.5678889
0.46,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,177.075312
0.47,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,181.5103966
0.48,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,178.4608656
0.49,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,185.861062
0.5,1490,2621.468927,0.38,149.590164,0.431151575,273,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,179.954854
0.01,1490,2542.372881,0.38,106.557377,0.444529483,298,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,136.4469563
0.02,1490,2542.372881,0.38,106.557377,0.444529483,298,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,141.3167142
0.03,1490,2542.372881,0.38,106.557377,0.444529483,298,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,143.1391395
0.04,1490,2542.372881,0.38,106.557377,0.444529483,298,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,141.1914469
0.05,1490,2542.372881,0.38,106.557377,0.444529483,298,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,142.8131084
0.06,1490,2542.372881,0.38,106.557377,0.444529483,298,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,138.7693623
0.07,1490,2542.372881,0.38,106.557377,0.444529483,298,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,139.94301
0.08,1490,2542.372881,0.38,106.557377,0.444529483,298,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,137.7620846
0.09,1490,2542.372881,0.38,106.557377,0.444529483,298,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,136.4131912
0.1,1490,2542.372881,0.38,106.557377,0.444529483,298,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,134.3085379
0.11,1490,2542.372881,0.38,106.557377,0.444529483,298,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,134.7348372
0.12,1490,2542.372881,0.38,106.557377,0.444529483,298,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,135.5433094
0.13,1490,2542.372881,0.38,106.557377,0.444529483,298,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,135.6704153
0.14,1490,2542.372881,0.38,106.557377,0.444529483,298,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,134.1258249
0.15,1490,2542.372881,0.38,106.557377,0.444529483,298,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,130.9832995
0.16,1490,2542.372881,0.38,106.557377,0.444529483,298,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,132.9562242
0.17,1490,2542.372881,0.38,106.557377,0.444529483,298,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,128.4423978
0.18,1490,2542.372881,0.38,106.557377,0.444529483,298,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,132.5907408
0.19,1490,2542.372881,0.38,106.557377,0.444529483,298,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,133.2673637
0.2,1490,2542.372881,0.38,106.557377,0.444529483,298,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,133.416721
