Volume Fraction,Matrix Material,Fibre Material,Matrix Density (kg/m^3),Matrix Elastic Modulus (MPa),Matrix Poisson's Ratio,Matrix Yield Strength (MPa),Fibre Density (kg/m^3),Fibre Elastic Modulus (MPa),Fibre Poisson Ratio,Strain Rate,Fibre Diameter,Fibre Type,Mesh Size, Composite Ultimate Strength (MPa)
0.4,2,2,1200,2000,0.37,59,2540,75000,0.22,0.2,11.9,1,6,99.9571
0.4,2,2,1200,2000,0.37,59,2540,75000,0.22,0.3,11.9,1,6,101.4291
0.4,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,11.9,1,6,98.0750
0.4,2,3,1200,2000,0.37,59,1470,150000,0.35,0.2,11.9,1,6,100.0886
0.4,2,3,1200,2000,0.37,59,1470,150000,0.35,0.3,11.9,1,6,101.5277
0.4,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,11.9,1,6,97.9361
0.4,2,4,1200,2000,0.37,59,2530,85000,0.21,0.2,11.9,1,6,99.9868
0.4,2,4,1200,2000,0.37,59,2530,85000,0.21,0.3,11.9,1,6,101.4532
0.45,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,12.62,1,6,107.3768
0.45,2,1,1200,2000,0.37,59,1770,220000,0.2,0.2,12.62,1,6,110.0526
0.45,2,1,1200,2000,0.37,59,1770,220000,0.2,0.3,12.62,1,6,112.0760
0.45,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,12.62,1,6,107.0684
0.45,2,2,1200,2000,0.37,59,2540,75000,0.22,0.2,12.62,1,6,109.8136
0.45,2,2,1200,2000,0.37,59,2540,75000,0.22,0.3,12.62,1,6,111.9000
0.45,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,12.62,1,6,107.2788
0.45,2,3,1200,2000,0.37,59,1470,150000,0.35,0.2,12.62,1,6,109.9864
0.45,2,3,1200,2000,0.37,59,1470,150000,0.35,0.3,12.62,1,6,112.0306
0.45,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,12.62,1,6,107.1132
0.45,2,4,1200,2000,0.37,59,2530,85000,0.21,0.2,12.62,1,6,109.8528
0.45,2,4,1200,2000,0.37,59,2530,85000,0.21,0.3,12.62,1,6,111.9316
0.5,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,13.3,1,6,105.1849
0.5,2,1,1200,2000,0.37,59,1770,220000,0.2,0.2,13.3,1,6,107.2693
0.5,2,1,1200,2000,0.37,59,1770,220000,0.2,0.3,13.3,1,6,108.7904
0.5,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,13.3,1,6,104.9630
0.5,2,2,1200,2000,0.37,59,2540,75000,0.22,0.2,13.3,1,6,107.1515
0.5,2,2,1200,2000,0.37,59,2540,75000,0.22,0.3,13.3,1,6,108.7069
0.5,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,13.3,1,6,105.1237
0.5,2,3,1200,2000,0.37,59,1470,150000,0.35,0.2,13.3,1,6,107.2364
0.5,2,3,1200,2000,0.37,59,1470,150000,0.35,0.3,13.3,1,6,108.7668
0.5,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,13.3,1,6,105.0028
0.5,2,4,1200,2000,0.37,59,2530,85000,0.21,0.2,13.3,1,6,107.1730
0.5,2,4,1200,2000,0.37,59,2530,85000,0.21,0.3,13.3,1,6,108.7222
0.05,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,10.98,2,6,60.5413
0.05,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,10.98,2,6,60.5333
0.05,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,10.98,2,6,60.5393
0.05,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,10.98,2,6,60.5347
0.1,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,13.85,2,6,62.4783
0.1,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,13.85,2,6,62.4698
0.1,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,13.85,2,6,62.4758
0.1,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,13.85,2,6,62.4714
0.15,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,15.84,2,6,63.7333
0.15,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,15.84,2,6,63.7258
0.15,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,15.84,2,6,63.7311
0.15,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,15.84,2,6,63.7272
0.2,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,17.44,2,6,68.5896
0.2,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,17.44,2,6,68.4653
0.2,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,17.44,2,6,68.5574
0.2,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,17.44,2,6,68.4839
0.25,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,18.79,2,6,71.2991
0.25,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,18.79,2,6,71.2613
0.25,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,18.79,2,6,71.2887
0.25,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,18.79,2,6,71.2683
0.3,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,19.96,2,6,81.7433
0.3,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,19.96,2,6,81.0986
0.3,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,19.96,2,6,81.5863
0.3,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,19.96,2,6,81.2004
0.35,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,21.02,2,6,79.8703
0.35,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,21.02,2,6,79.7967
0.35,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,21.02,2,6,79.8508
0.35,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,21.02,2,6,79.8103
0.4,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,21.98,2,6,86.8562
0.4,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,21.98,2,6,86.7290
0.4,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,21.98,2,6,86.8230
0.4,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,21.98,2,6,86.7523
0.45,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,22.86,2,6,106.5375
0.45,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,22.86,2,6,105.8209
0.45,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,22.86,2,6,106.3721
0.45,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,22.86,2,6,105.9461
0.5,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,23.67,2,6,176.9242
0.5,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,23.67,2,6,157.0917
0.5,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,23.67,2,6,172.0625
0.5,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,23.67,2,6,159.4355
0.05,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,4.21,1,6,65.4173
0.05,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.2,4.21,1,6,65.5966
0.05,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.3,4.21,1,6,65.7276
0.05,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,4.21,1,6,65.3302
0.05,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.2,4.21,1,6,65.5481
0.05,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.3,4.21,1,6,65.6679
0.05,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,4.21,1,6,65.3956
0.05,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.2,4.21,1,6,65.5774
0.05,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.3,4.21,1,6,65.7023
0.05,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,4.21,1,6,65.3470
0.05,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.2,4.21,1,6,65.5534
0.05,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.3,4.21,1,6,65.6734
0.1,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,5.95,1,6,66.2755
0.1,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.2,5.95,1,6,66.6001
0.1,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.3,5.95,1,6,66.8534
0.1,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,5.95,1,6,66.1987
0.1,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.2,5.95,1,6,66.5059
0.1,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.3,5.95,1,6,66.7390
0.1,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,5.95,1,6,66.2472
0.1,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.2,5.95,1,6,66.5613
0.1,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.3,5.95,1,6,66.8075
0.1,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,5.95,1,6,66.2085
0.1,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.2,5.95,1,6,66.5150
0.1,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.3,5.95,1,6,66.7501
0.15,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,7.29,1,6,66.7762
0.15,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.2,7.29,1,6,67.1718
0.15,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.3,7.29,1,6,67.4706
0.15,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,7.29,1,6,66.7024
0.15,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.2,7.29,1,6,67.0760
0.15,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.3,7.29,1,6,67.3665
0.15,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,7.29,1,6,66.7476
0.15,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.2,7.29,1,6,67.1352
0.15,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.3,7.29,1,6,67.4337
0.15,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,7.29,1,6,66.7106
0.15,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.2,7.29,1,6,67.0860
0.15,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.3,7.29,1,6,67.3783
0.2,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,8.4,1,6,68.3359
0.2,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.2,8.4,1,6,69.0175
0.2,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.3,8.4,1,6,69.5076
0.2,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,8.4,1,6,68.2515
0.2,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.2,8.4,1,6,68.9234
0.2,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.3,8.4,1,6,69.4164
0.2,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,8.4,1,6,68.3044
0.2,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.2,8.4,1,6,68.9848
0.2,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.3,8.4,1,6,69.4791
0.2,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,8.4,1,6,68.2617
0.2,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.2,8.4,1,6,68.9349
0.2,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.3,8.4,1,6,69.4288
0.25,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,9.41,1,6,74.1231
0.25,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.2,9.41,1,6,75.6122
0.25,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.3,9.41,1,6,76.6217
0.25,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,9.41,1,6,73.9448
0.25,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.2,9.41,1,6,75.4398
0.25,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.3,9.41,1,6,76.4402
0.25,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,9.41,1,6,74.0619
0.25,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.2,9.41,1,6,75.5557
0.25,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.3,9.41,1,6,76.5654
0.25,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,9.41,1,6,73.9716
0.25,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.2,9.41,1,6,75.4649
0.25,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.3,9.41,1,6,76.4684
0.3,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,10.3,1,6,76.9465
0.3,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.2,10.3,1,6,78.4051
0.3,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.3,10.3,1,6,79.3488
0.3,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,10.3,1,6,76.7587
0.3,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.2,10.3,1,6,78.2476
0.3,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.3,10.3,1,6,79.2016
0.3,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,10.3,1,6,76.8828
0.3,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.2,10.3,1,6,78.3554
0.3,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.3,10.3,1,6,79.3058
0.3,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,10.3,1,6,76.7864
0.3,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.2,10.3,1,6,78.2708
0.3,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.3,10.3,1,6,79.2250
0.35,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,11.13,1,6,87.0134
0.35,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.2,11.13,1,6,88.5143
0.35,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.3,11.13,1,6,89.5632
0.35,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,11.13,1,6,86.8218
0.35,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.2,11.13,1,6,88.3845
0.35,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.3,11.13,1,6,89.4611
0.35,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,11.13,1,6,86.9504
0.35,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.2,11.13,1,6,88.4772
0.35,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.3,11.13,1,6,89.5364
0.35,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,11.13,1,6,86.8498
0.35,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.2,11.13,1,6,88.4046
0.35,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.3,11.13,1,6,89.4787
0.4,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,11.9,1,6,97.0605
0.4,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.2,11.9,1,6,99.0805
0.4,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.3,11.9,1,6,100.5383
0.4,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,11.9,1,6,96.8040
0.4,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.2,11.9,1,6,98.9015
0.4,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.3,11.9,1,6,100.4082
0.4,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,11.9,1,6,96.9775
0.4,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.2,11.9,1,6,99.0322
0.4,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.3,11.9,1,6,100.5056
0.4,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,11.9,1,6,96.8405
0.4,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.2,11.9,1,6,98.9311
0.4,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.3,11.9,1,6,100.4321
0.45,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,12.62,1,6,106.1915
0.45,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.2,12.62,1,6,108.9284
0.45,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.3,12.62,1,6,111.0036
0.45,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,12.62,1,6,105.8864
0.45,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.2,12.62,1,6,108.6912
0.45,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.3,12.62,1,6,110.8291
0.45,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,12.62,1,6,106.0947
0.45,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.2,12.62,1,6,108.8627
0.45,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.3,12.62,1,6,110.9585
0.45,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,12.62,1,6,105.9309
0.45,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.2,12.62,1,6,108.7302
0.45,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.3,12.62,1,6,110.8606
0.5,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,13.3,1,6,104.0014
0.5,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.2,13.3,1,6,106.1262
0.5,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.3,13.3,1,6,107.6821
0.5,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,13.3,1,6,103.7828
0.5,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.2,13.3,1,6,106.0101
0.5,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.3,13.3,1,6,107.5989
0.5,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,13.3,1,6,103.9411
0.5,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.2,13.3,1,6,106.0937
0.5,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.3,13.3,1,6,107.6583
0.5,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,13.3,1,6,103.8219
0.5,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.2,13.3,1,6,106.0313
0.5,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.3,13.3,1,6,107.6141
0.05,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,10.98,2,6,59.8222
0.05,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,10.98,2,6,59.8142
0.05,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,10.98,2,6,59.8203
0.05,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,10.98,2,6,59.8155
0.1,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,13.85,2,6,61.7315
0.1,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,13.85,2,6,61.7233
0.1,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,13.85,2,6,61.7290
0.1,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,13.85,2,6,61.7248
0.15,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,15.84,2,6,62.9694
0.15,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,15.84,2,6,62.9622
0.15,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,15.84,2,6,62.9673
0.15,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,15.84,2,6,62.9635
0.2,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,17.44,2,6,67.7643
0.2,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,17.44,2,6,67.6420
0.2,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,17.44,2,6,67.7325
0.2,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,17.44,2,6,67.6603
0.25,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,18.79,2,6,70.4293
0.25,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,18.79,2,6,70.3929
0.25,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,18.79,2,6,70.4193
0.25,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,18.79,2,6,70.3997
0.3,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,19.96,2,6,80.7226
0.3,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,19.96,2,6,80.0998
0.3,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,19.96,2,6,80.5714
0.3,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,19.96,2,6,80.1984
0.35,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,21.02,2,6,78.8781
0.35,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,21.02,2,6,78.8070
0.35,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,21.02,2,6,78.8592
0.35,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,21.02,2,6,78.8201
0.4,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,21.98,2,6,85.7492
0.4,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,21.98,2,6,85.6267
0.4,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,21.98,2,6,85.7173
0.4,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,21.98,2,6,85.6492
0.45,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,22.86,2,6,105.0409
0.45,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,22.86,2,6,104.3570
0.45,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,22.86,2,6,104.8831
0.45,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,22.86,2,6,104.4766
0.5,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,23.67,2,6,174.6688
0.5,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,23.67,2,6,155.0796
0.5,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,23.67,2,6,169.8830
0.5,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,23.67,2,6,157.4004
0.05,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,4.21,1,6,44.7155
0.05,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.2,4.21,1,6,44.8470
0.05,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.3,4.21,1,6,44.9532
0.05,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,4.21,1,6,44.6809
0.05,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.2,4.21,1,6,44.8066
0.05,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.3,4.21,1,6,44.9007
0.05,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,4.21,1,6,44.7037
0.05,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.2,4.21,1,6,44.8299
0.05,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.3,4.21,1,6,44.9307
0.05,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,4.21,1,6,44.6858
0.05,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.2,4.21,1,6,44.8104
0.05,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.3,4.21,1,6,44.9053
0.1,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,5.95,1,6,45.3429
0.1,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.2,5.95,1,6,45.5937
0.1,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.3,5.95,1,6,45.7979
0.1,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,5.95,1,6,45.2868
0.1,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.2,5.95,1,6,45.5159
0.1,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.3,5.95,1,6,45.7086
0.1,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,5.95,1,6,45.3200
0.1,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.2,5.95,1,6,45.5624
0.1,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.3,5.95,1,6,45.7640
0.1,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,5.95,1,6,45.2925
0.1,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.2,5.95,1,6,45.5234
0.1,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.3,5.95,1,6,45.7178
0.15,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,7.29,1,6,45.7027
0.15,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.2,7.29,1,6,45.9981
0.15,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.3,7.29,1,6,46.2357
0.15,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,7.29,1,6,45.6438
0.15,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.2,7.29,1,6,45.9275
0.15,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.3,7.29,1,6,46.1662
0.15,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,7.29,1,6,45.6795
0.15,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.2,7.29,1,6,45.9731
0.15,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.3,7.29,1,6,46.2137
0.15,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,7.29,1,6,45.6498
0.15,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.2,7.29,1,6,45.9355
0.15,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.3,7.29,1,6,46.1751
0.2,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,8.4,1,6,46.8712
0.2,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.2,8.4,1,6,47.3558
0.2,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.3,8.4,1,6,47.7395
0.2,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,8.4,1,6,46.8082
0.2,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.2,8.4,1,6,47.2943
0.2,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.3,8.4,1,6,47.6862
0.2,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,8.4,1,6,46.8483
0.2,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.2,8.4,1,6,47.3365
0.2,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.3,8.4,1,6,47.7251
0.2,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,8.4,1,6,46.8157
0.2,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.2,8.4,1,6,47.3025
0.2,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.3,8.4,1,6,47.6945
0.25,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,9.41,1,6,51.1960
0.25,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.2,9.41,1,6,52.2383
0.25,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.3,9.41,1,6,53.0486
0.25,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,9.41,1,6,51.0711
0.25,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.2,9.41,1,6,52.0988
0.25,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.3,9.41,1,6,52.9114
