Volume Fraction,Matrix Material,Fibre Material,Matrix Density (kg/m^3),Matrix Elastic Modulus (MPa),Matrix Poisson's Ratio,Matrix Yield Strength (MPa),Fibre Density (kg/m^3),Fibre Elastic Modulus (MPa),Fibre Poisson Ratio,Strain Rate,Fibre Diameter,Fibre Type,Mesh Size,Composite Yield Strength (Mpa)
0.45,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,12.62,1,6,80.1450
0.45,2,2,1200,2000,0.37,59,2540,75000,0.22,0.2,12.62,1,6,80.0650
0.45,2,2,1200,2000,0.37,59,2540,75000,0.22,0.3,12.62,1,6,80.0000
0.45,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,12.62,1,6,80.3330
0.45,2,3,1200,2000,0.37,59,1470,150000,0.35,0.2,12.62,1,6,80.0850
0.45,2,3,1200,2000,0.37,59,1470,150000,0.35,0.3,12.62,1,6,79.6280
0.45,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,12.62,1,6,80.2110
0.45,2,4,1200,2000,0.37,59,2530,85000,0.21,0.2,12.62,1,6,80.1000
0.45,2,4,1200,2000,0.37,59,2530,85000,0.21,0.3,12.62,1,6,79.9650
0.5,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,13.3,1,6,79.4000
0.5,2,1,1200,2000,0.37,59,1770,220000,0.2,0.2,13.3,1,6,79.4680
0.5,2,1,1200,2000,0.37,59,1770,220000,0.2,0.3,13.3,1,6,76.8470
0.5,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,13.3,1,6,79.1990
0.5,2,2,1200,2000,0.37,59,2540,75000,0.22,0.2,13.3,1,6,78.5950
0.5,2,2,1200,2000,0.37,59,2540,75000,0.22,0.3,13.3,1,6,76.7150
0.5,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,13.3,1,6,79.2850
0.5,2,3,1200,2000,0.37,59,1470,150000,0.35,0.2,13.3,1,6,79.1000
0.5,2,3,1200,2000,0.37,59,1470,150000,0.35,0.3,13.3,1,6,76.6350
0.5,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,13.3,1,6,79.2550
0.5,2,4,1200,2000,0.37,59,2530,85000,0.21,0.2,13.3,1,6,78.7330
0.5,2,4,1200,2000,0.37,59,2530,85000,0.21,0.3,13.3,1,6,76.6850
0.05,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,10.98,2,6,57.5400
0.05,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,10.98,2,6,57.7750
0.05,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,10.98,2,6,57.6050
0.05,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,10.98,2,6,57.7050
0.1,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,13.85,2,6,53.4330
0.1,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,13.85,2,6,54.1250
0.1,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,13.85,2,6,53.6150
0.1,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,13.85,2,6,54.0000
0.15,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,15.84,2,6,51.5100
0.15,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,15.84,2,6,52.1950
0.15,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,15.84,2,6,51.6950
0.15,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,15.84,2,6,52.0330
0.2,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,17.44,2,6,53.1500
0.2,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,17.44,2,6,53.7000
0.2,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,17.44,2,6,53.2600
0.2,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,17.44,2,6,53.5660
0.25,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,18.79,2,6,52.4450
0.25,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,18.79,2,6,53.2950
0.25,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,18.79,2,6,52.6600
0.25,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,18.79,2,6,53.1500
0.3,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,19.96,2,6,57.0600
0.3,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,19.96,2,6,57.9330
0.3,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,19.96,2,6,57.3850
0.3,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,19.96,2,6,57.8100
0.35,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,21.02,2,6,55.8750
0.35,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,21.02,2,6,56.8100
0.35,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,21.02,2,6,56.1050
0.35,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,21.02,2,6,56.6750
0.4,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,21.98,2,6,57.9900
0.4,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,21.98,2,6,58.9330
0.4,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,21.98,2,6,58.3950
0.4,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,21.98,2,6,59.0250
0.45,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,22.86,2,6,63.6950
0.45,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,22.86,2,6,64.6150
0.45,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,22.86,2,6,63.8660
0.45,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,22.86,2,6,64.5000
0.5,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,23.67,2,6,77.8400
0.5,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,23.67,2,6,74.7400
0.5,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,23.67,2,6,76.3000
0.5,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,23.67,2,6,74.9000
0.05,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,4.21,1,6,62.4250
0.05,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.2,4.21,1,6,61.6850
0.05,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.3,4.21,1,6,59.9480
0.05,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,4.21,1,6,61.8250
0.05,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.2,4.21,1,6,60.9670
0.05,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.3,4.21,1,6,59.3000
0.05,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,4.21,1,6,62.2850
0.05,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.2,4.21,1,6,61.4920
0.05,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.3,4.21,1,6,59.7750
0.05,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,4.21,1,6,61.9120
0.05,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.2,4.21,1,6,61.0850
0.05,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.3,4.21,1,6,59.4000
0.1,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,5.95,1,6,61.1100
0.1,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.2,5.95,1,6,61.0450
0.1,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.3,5.95,1,6,60.7450
0.1,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,5.95,1,6,60.9080
0.1,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.2,5.95,1,6,60.9180
0.1,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.3,5.95,1,6,60.2850
0.1,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,5.95,1,6,61.0850
0.1,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.2,5.95,1,6,61.0550
0.1,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.3,5.95,1,6,60.6150
0.1,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,5.95,1,6,60.9450
0.1,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.2,5.95,1,6,60.9480
0.1,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.3,5.95,1,6,60.3650
0.15,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,7.29,1,6,59.7650
0.15,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.2,7.29,1,6,59.6120
0.15,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.3,7.29,1,6,59.3450
0.15,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,7.29,1,6,59.7150
0.15,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.2,7.29,1,6,59.4000
0.15,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.3,7.29,1,6,59.6330
0.15,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,7.29,1,6,59.7550
0.15,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.2,7.29,1,6,59.7750
0.15,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.3,7.29,1,6,59.4680
0.15,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,7.29,1,6,59.7250
0.15,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.2,7.29,1,6,59.6950
0.15,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.3,7.29,1,6,59.5850
0.2,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,8.4,1,6,60.6650
0.2,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.2,8.4,1,6,60.6750
0.2,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.3,8.4,1,6,59.4950
0.2,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,8.4,1,6,60.7090
0.2,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.2,8.4,1,6,60.7550
0.2,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.3,8.4,1,6,58.0250
0.2,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,8.4,1,6,60.6850
0.2,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.2,8.4,1,6,60.7150
0.2,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.3,8.4,1,6,58.0650
0.2,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,8.4,1,6,60.7050
0.2,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.2,8.4,1,6,60.7450
0.2,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.3,8.4,1,6,58.0150
0.25,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,9.41,1,6,64.2500
0.25,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.2,9.41,1,6,64.0120
0.25,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.3,9.41,1,6,62.0750
0.25,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,9.41,1,6,64.1400
0.25,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.2,9.41,1,6,64.0120
0.25,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.3,9.41,1,6,61.7000
0.25,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,9.41,1,6,64.2000
0.25,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.2,9.41,1,6,64.0000
0.25,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.3,9.41,1,6,61.9330
0.25,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,9.41,1,6,64.1500
0.25,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.2,9.41,1,6,64.1000
0.25,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.3,9.41,1,6,61.7650
0.3,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,10.3,1,6,64.5600
0.3,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.2,10.3,1,6,64.0180
0.3,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.3,10.3,1,6,63.9300
0.3,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,10.3,1,6,64.5600
0.3,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.2,10.3,1,6,63.7850
0.3,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.3,10.3,1,6,63.5000
0.3,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,10.3,1,6,64.5400
0.3,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.2,10.3,1,6,64.5330
0.3,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.3,10.3,1,6,63.7850
0.3,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,10.3,1,6,64.5080
0.3,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.2,10.3,1,6,64.4850
0.3,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.3,10.3,1,6,63.5850
0.35,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,11.13,1,6,70.4080
0.35,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.2,11.13,1,6,70.1850
0.35,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.3,11.13,1,6,70.3500
0.35,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,11.13,1,6,70.2370
0.35,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.2,11.13,1,6,69.6850
0.35,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.3,11.13,1,6,69.7500
0.35,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,11.13,1,6,70.3120
0.35,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.2,11.13,1,6,69.9900
0.35,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.3,11.13,1,6,70.1350
0.35,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,11.13,1,6,70.2700
0.35,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.2,11.13,1,6,69.7850
0.35,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.3,11.13,1,6,69.8750
0.4,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,11.9,1,6,74.5500
0.4,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.2,11.9,1,6,74.5600
0.4,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.3,11.9,1,6,74.6150
0.4,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,11.9,1,6,74.2850
0.4,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.2,11.9,1,6,74.2600
0.4,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.3,11.9,1,6,74.4400
0.4,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,11.9,1,6,74.4000
0.4,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.2,11.9,1,6,74.4150
0.4,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.3,11.9,1,6,74.5330
0.4,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,11.9,1,6,74.3330
0.4,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.2,11.9,1,6,74.3330
0.4,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.3,11.9,1,6,74.5050
0.45,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,12.62,1,6,78.8450
0.45,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.2,12.62,1,6,78.5750
0.45,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.3,12.62,1,6,77.6050
0.45,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,12.62,1,6,78.5000
0.45,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.2,12.62,1,6,78.3150
0.45,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.3,12.62,1,6,78.0000
0.45,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,12.62,1,6,78.6600
0.45,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.2,12.62,1,6,78.3950
0.45,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.3,12.62,1,6,77.6280
0.45,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,12.62,1,6,78.2950
0.45,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.2,12.62,1,6,77.3670
0.45,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.3,12.62,1,6,77.9400
0.5,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,13.3,1,6,77.7330
0.5,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.2,13.3,1,6,78.1500
0.5,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.3,13.3,1,6,75.6450
0.5,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,13.3,1,6,77.6050
0.5,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.2,13.3,1,6,77.2670
0.5,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.3,13.3,1,6,75.1050
0.5,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,13.3,1,6,77.6120
0.5,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.2,13.3,1,6,77.8000
0.5,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.3,13.3,1,6,75.3250
0.5,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,13.3,1,6,77.6050
0.5,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.2,13.3,1,6,76.6850
0.5,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.3,13.3,1,6,72.4050
0.05,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,10.98,2,6,57.0330
0.05,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,10.98,2,6,57.2900
0.05,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,10.98,2,6,57.1050
0.05,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,10.98,2,6,57.2450
0.1,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,13.85,2,6,53.2330
0.1,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,13.85,2,6,53.8400
0.1,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,13.85,2,6,53.4000
0.1,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,13.85,2,6,53.7150
0.15,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,15.84,2,6,51.3150
0.15,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,15.84,2,6,51.9850
0.15,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,15.84,2,6,51.5000
0.15,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,15.84,2,6,51.8750
0.2,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,17.44,2,6,52.9000
0.2,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,17.44,2,6,53.4330
0.2,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,17.44,2,6,53.0000
0.2,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,17.44,2,6,53.3150
0.25,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,18.79,2,6,52.1900
0.25,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,18.79,2,6,53.0450
0.25,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,18.79,2,6,52.4050
0.25,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,18.79,2,6,52.9050
0.3,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,19.96,2,6,56.6450
0.3,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,19.96,2,6,57.3000
0.3,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,19.96,2,6,56.9330
0.3,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,19.96,2,6,57.3660
0.35,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,21.02,2,6,55.4330
0.35,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,21.02,2,6,56.4000
0.35,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,21.02,2,6,55.6600
0.35,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,21.02,2,6,56.2500
0.4,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,21.98,2,6,57.4750
0.4,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,21.98,2,6,58.3660
0.4,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,21.98,2,6,57.8500
0.4,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,21.98,2,6,58.4850
0.45,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,22.86,2,6,63.0500
0.45,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,22.86,2,6,64.0000
0.45,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,22.86,2,6,63.1850
0.45,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,22.86,2,6,63.7950
0.5,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,23.67,2,6,76.6900
0.5,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,23.67,2,6,73.2900
0.5,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,23.67,2,6,75.5250
0.5,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,23.67,2,6,73.7850
0.05,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,4.21,1,6,43.0750
0.05,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.2,4.21,1,6,43.1900
0.05,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.3,4.21,1,6,40.4900
0.05,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,4.21,1,6,42.6150
0.05,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.2,4.21,1,6,42.7900
0.05,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.3,4.21,1,6,40.2900
0.05,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,4.21,1,6,42.9400
0.05,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.2,4.21,1,6,43.1000
0.05,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.3,4.21,1,6,40.4400
0.05,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,4.21,1,6,42.6950
0.05,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.2,4.21,1,6,42.8550
0.05,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.3,4.21,1,6,40.3150
0.1,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,5.95,1,6,42.2150
0.1,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.2,5.95,1,6,41.9330
0.1,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.3,5.95,1,6,41.1050
0.1,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,5.95,1,6,42.1550
0.1,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.2,5.95,1,6,41.8500
0.1,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.3,5.95,1,6,40.7100
0.1,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,5.95,1,6,42.1900
0.1,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.2,5.95,1,6,41.4330
0.1,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.3,5.95,1,6,40.9880
0.1,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,5.95,1,6,42.1850
0.1,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.2,5.95,1,6,41.3600
0.1,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.3,5.95,1,6,40.7850
0.15,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,7.29,1,6,41.3950
0.15,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.2,7.29,1,6,41.5500
0.15,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.3,7.29,1,6,41.7400
0.15,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,7.29,1,6,41.3600
0.15,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.2,7.29,1,6,41.4330
0.15,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.3,7.29,1,6,41.6180
0.15,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,7.29,1,6,41.3910
0.15,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.2,7.29,1,6,41.5150
0.15,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.3,7.29,1,6,41.7120
0.15,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,7.29,1,6,41.3710
0.15,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.2,7.29,1,6,41.4610
0.15,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.3,7.29,1,6,41.6550
0.2,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,8.4,1,6,42.3000
0.2,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.2,8.4,1,6,42.3330
0.2,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.3,8.4,1,6,42.3700
0.2,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,8.4,1,6,42.3330
0.2,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.2,8.4,1,6,42.4500
0.2,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.3,8.4,1,6,42.5660
0.2,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,8.4,1,6,42.3120
0.2,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.2,8.4,1,6,42.3870
0.2,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.3,8.4,1,6,42.4600
0.2,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,8.4,1,6,42.3150
0.2,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.2,8.4,1,6,42.4280
0.2,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.3,8.4,1,6,42.5400
0.25,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,9.41,1,6,45.3050
0.25,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.2,9.41,1,6,44.9660
0.25,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.3,9.41,1,6,44.5300
0.25,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,9.41,1,6,45.2450
0.25,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.2,9.41,1,6,45.1000
0.25,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.3,9.41,1,6,44.9670
0.25,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,9.41,1,6,45.2850
0.25,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.2,9.41,1,6,45.0000
0.25,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.3,9.41,1,6,44.6930
0.25,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,9.41,1,6,45.2500
0.25,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.2,9.41,1,6,44.5050
0.25,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.3,9.41,1,6,44.9000
0.3,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,10.3,1,6,45.8600
0.3,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.2,10.3,1,6,44.9120
0.3,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.3,10.3,1,6,43.9660
0.3,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,10.3,1,6,45.8050
0.3,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.2,10.3,1,6,45.4600
