Volume Fraction,Matrix Density,Matrix Elastic Modulus,Matrix Poisson's Ratio,Matrix Yield Strength,Matrix Hardening Parameter,Temperature,Fiber Density,Fiber Elastic Modulus 1,Fiber Elastic Modulus 2,Fiber Elastic Modulus 3,Fiber Poisson 1,Fiber Poisson 2,Fiber Poisson 3,Fiber Shear 1,Fiber Shear 2,Fiber Shear 3,Density
0.04,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1489.2
0.05,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1489
0.06,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1488.8
0.07,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1488.6
0.08,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1488.4
0.09,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1488.2
0.1,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1488
0.11,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1487.8
0.12,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1487.6
0.13,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1487.4
0.14,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1487.2
0.15,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1487
0.16,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1486.8
0.17,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1486.6
0.18,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1486.4
0.19,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1486.2
0.2,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1486
0.21,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1485.8
0.22,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1485.6
0.23,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1485.4
0.24,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1485.2
0.25,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1485
0.26,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1484.8
0.27,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1484.6
0.28,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1484.4
0.29,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1484.2
0.3,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1484
0.31,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1483.8
0.32,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1483.6
0.33,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1483.4
0.34,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1483.2
0.35,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1483
0.36,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1482.8
0.37,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1482.6
0.38,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1482.4
0.39,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1482.2
0.4,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1482
0.41,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1481.8
0.42,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1481.6
0.43,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1481.4
0.44,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1481.2
0.45,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1481
0.46,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1480.8
0.47,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1480.6
0.48,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1480.4
0.49,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1480.2
0.5,1490,2621.468927,0.38,149.590164,0.431151575,273,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1480
0.01,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1489.8
0.02,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1489.6
0.03,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1489.4
0.04,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1489.2
0.05,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1489
0.06,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1488.8
0.07,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1488.6
0.08,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1488.4
0.09,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1488.2
0.1,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1488
0.11,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1487.8
0.12,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1487.6
0.13,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1487.4
0.14,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1487.2
0.15,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1487
0.16,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1486.8
0.17,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1486.6
0.18,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1486.4
0.19,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1486.2
0.2,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1486
0.21,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1485.8
0.22,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1485.6
0.23,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1485.4
0.24,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1485.2
0.25,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1485
0.26,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1484.8
0.27,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1484.6
0.28,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1484.4
0.29,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1484.2
0.3,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1484
0.31,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1483.8
0.32,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1483.6
0.33,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1483.4
0.34,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1483.2
0.35,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1483
0.36,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1482.8
0.37,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1482.6
0.38,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1482.4
0.39,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1482.2
0.4,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1482
0.41,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1481.8
0.42,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1481.6
0.43,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1481.4
0.44,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1481.2
0.45,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1481
0.46,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1480.8
0.47,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1480.6
0.48,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1480.4
0.49,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1480.2
0.5,1490,2542.372881,0.38,106.557377,0.444529483,298,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1480
0.01,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1489.8
0.02,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1489.6
0.03,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1489.4
0.04,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1489.2
0.05,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1489
0.06,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1488.8
0.07,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1488.6
0.08,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1488.4
0.09,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1488.2
0.1,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1488
0.11,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1487.8
0.12,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1487.6
0.13,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1487.4
0.14,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1487.2
0.15,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1487
0.16,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1486.8
0.17,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1486.6
0.18,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1486.4
0.19,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1486.2
0.2,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1486
0.21,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1485.8
0.22,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1485.6
0.23,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1485.4
0.24,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1485.2
0.25,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1485
0.26,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1484.8
0.27,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1484.6
0.28,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1484.4
0.29,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1484.2
0.3,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1484
0.31,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1483.8
0.32,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1483.6
0.33,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1483.4
0.34,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1483.2
0.35,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1483
0.36,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1482.8
0.37,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1482.6
0.38,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1482.4
0.39,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1482.2
0.4,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1482
0.41,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1481.8
0.42,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1481.6
0.43,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1481.4
0.44,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1481.2
0.45,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1481
0.46,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1480.8
0.47,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1480.6
0.48,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1480.4
0.49,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1480.2
0.5,1490,2576.271186,0.38,79.918033,0.346129167,333,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1480
0.01,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1489.8
0.02,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1489.6
0.03,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1489.4
0.04,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1489.2
0.05,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1489
0.06,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1488.8
0.07,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1488.6
0.08,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1488.4
0.09,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1488.2
0.1,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1488
0.11,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1487.8
0.12,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1487.6
0.13,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1487.4
0.14,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1487.2
0.15,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1487
0.16,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1486.8
0.17,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1486.6
0.18,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1486.4
0.19,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1486.2
0.2,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1486
0.21,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1485.8
0.22,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1485.6
0.23,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1485.4
0.24,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1485.2
0.25,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1485
0.26,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1484.8
0.27,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1484.6
0.28,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1484.4
0.29,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1484.2
0.3,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1484
0.31,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1483.8
0.32,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1483.6
0.33,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1483.4
0.34,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1483.2
0.35,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1483
0.36,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1482.8
0.37,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1482.6
0.38,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1482.4
0.39,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1482.2
0.4,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1482
0.41,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1481.8
0.42,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1481.6
0.43,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1481.4
0.44,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1481.2
0.45,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1481
0.46,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1480.8
0.47,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1480.6
0.48,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1480.4
0.49,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1480.2
0.5,1490,1152.542373,0.38,43.032787,0.277230974,393,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,1480
0.01,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,1500.4
0.02,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,1510.8
0.03,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,1521.2
0.04,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,1531.6
0.05,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,1542
0.06,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,1552.4
0.07,1490,2662.557781,0.38,252.04918,0.545587608,233,2530,85000,85000,85000,0.35,0.35,0.35,36000,36000,36000,1562.8
