Volume Fraction,Matrix Material,Fibre Material,Matrix Density,Matrix Elastic Modulus,Matrix Poisson's Ratio,Matrix Yield Strength,Fibre Density,Fibre Elastic Modulus,Fibre Poisson Ratio,Strain Rate,Fibre Diameter,Fibre Type,Composite Elastic Modulus
0.5,2,1,1200,2000,0.37,59,1770,220000,0.2,0.2,13.3,1,7396.9487
0.5,2,1,1200,2000,0.37,59,1770,220000,0.2,0.3,13.3,1,7355.6453
0.5,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,13.3,1,6854.6357
0.5,2,2,1200,2000,0.37,59,2540,75000,0.22,0.2,13.3,1,6854.6357
0.5,2,2,1200,2000,0.37,59,2540,75000,0.22,0.3,13.3,1,6846.4367
0.5,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,13.3,1,7230.3831
0.5,2,3,1200,2000,0.37,59,1470,150000,0.35,0.2,13.3,1,7230.3831
0.5,2,3,1200,2000,0.37,59,1470,150000,0.35,0.3,13.3,1,7200.924
0.5,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,13.3,1,6946.5296
0.5,2,4,1200,2000,0.37,59,2530,85000,0.21,0.2,13.3,1,6946.5296
0.5,2,4,1200,2000,0.37,59,2530,85000,0.21,0.3,13.3,1,6934.8063
0.05,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,10.98,2,2240.8213
0.05,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,10.98,2,2228.8336
0.05,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,10.98,2,2237.257
0.05,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,10.98,2,2230.8078
0.1,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,13.85,2,2541.829
0.1,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,13.85,2,2515.718
0.1,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,13.85,2,2534.1352
0.1,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,13.85,2,2520.3692
0.15,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,15.84,2,2857.711
0.15,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,15.84,2,2815.2716
0.15,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,15.84,2,2845.3428
0.15,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,15.84,2,2822.8243
0.2,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,17.44,2,3495.9616
0.2,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,17.44,2,3356.3827
0.2,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,17.44,2,3455.091
0.2,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,17.44,2,3377.4263
0.25,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,18.79,2,3910.4918
0.25,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,18.79,2,3769.3001
0.25,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,18.79,2,3870.1757
0.25,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,18.79,2,3793.5133
0.3,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,19.96,2,4840.4621
0.3,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,19.96,2,4512.6156
0.3,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,19.96,2,4749.6377
0.3,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,19.96,2,4563.4247
0.35,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,21.02,2,5355.1048
0.35,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,21.02,2,5040.5576
0.35,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,21.02,2,5266.0096
0.35,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,21.02,2,5093.1561
0.4,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,21.98,2,6421.0882
0.4,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,21.98,2,5951.2101
0.4,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,21.98,2,6288.2238
0.4,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,21.98,2,6028.7779
0.45,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,22.86,2,8336.9787
0.45,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,22.86,2,7434.5959
0.45,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,22.86,2,8089.077
0.45,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,22.86,2,7577.7815
0.5,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,23.67,2,11693.7182
0.5,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,23.67,2,9598.6523
0.5,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,23.67,2,11048.5399
0.5,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,23.67,2,9875.049
0.05,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,4.21,1,2435.1231
0.05,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.2,4.21,1,2435.1231
0.05,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.3,4.21,1,2435.1231
0.05,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,4.21,1,2375.4824
0.05,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.2,4.21,1,2375.4824
0.05,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.3,4.21,1,2375.4823
0.05,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,4.21,1,2414.6431
0.05,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.2,4.21,1,2414.6431
0.05,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.3,4.21,1,2414.6431
0.05,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,4.21,1,2384.3355
0.05,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.2,4.21,1,2384.3355
0.05,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.3,4.21,1,2384.3356
0.1,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,5.95,1,2685.0451
0.1,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.2,5.95,1,2685.0451
0.1,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.3,5.95,1,2685.0451
0.1,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,5.95,1,2626.8256
0.1,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.2,5.95,1,2626.8256
0.1,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.3,5.95,1,2626.8255
0.1,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,5.95,1,2665.2421
0.1,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.2,5.95,1,2665.2421
0.1,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.3,5.95,1,2665.2423
0.1,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,5.95,1,2636.5162
0.1,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.2,5.95,1,2636.5162
0.1,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.3,5.95,1,2636.5163
0.15,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,7.29,1,3002.3595
0.15,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.2,7.29,1,3002.3595
0.15,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.3,7.29,1,3002.3593
0.15,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,7.29,1,2934.7604
0.15,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.2,7.29,1,2934.7604
0.15,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.3,7.29,1,2934.7604
0.15,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,7.29,1,2979.3029
0.15,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.2,7.29,1,2979.3029
0.15,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.3,7.29,1,2979.303
0.15,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,7.29,1,2946.5425
0.15,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.2,7.29,1,2946.5425
0.15,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.3,7.29,1,2946.5425
0.2,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,8.4,1,3346.4359
0.2,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.2,8.4,1,3346.4359
0.2,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.3,8.4,1,3346.4359
0.2,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,8.4,1,3262.7881
0.2,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.2,8.4,1,3262.7881
0.2,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.3,8.4,1,3262.788
0.2,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,8.4,1,3318.0913
0.2,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.2,8.4,1,3318.0913
0.2,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.3,8.4,1,3318.0914
0.2,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,8.4,1,3277.6156
0.2,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.2,8.4,1,3277.6156
0.2,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.3,8.4,1,3277.6155
0.25,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,9.41,1,3771.6335
0.25,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.2,9.41,1,3771.6335
0.25,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.3,9.41,1,3771.6335
0.25,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,9.41,1,3661.3446
0.25,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.2,9.41,1,3661.3446
0.25,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.3,9.41,1,3661.3447
0.25,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,9.41,1,3734.6273
0.25,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.2,9.41,1,3734.6273
0.25,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.3,9.41,1,3734.6275
0.25,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,9.41,1,3680.989
0.25,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.2,9.41,1,3680.989
0.25,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.3,9.41,1,3680.9893
0.3,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,10.3,1,4131.9295
0.3,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.2,10.3,1,4131.9295
0.3,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.3,10.3,1,4131.9295
0.3,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,10.3,1,3994.0896
0.3,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.2,10.3,1,3994.0896
0.3,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.3,10.3,1,3994.0893
0.3,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,10.3,1,4086.1968
0.3,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.2,10.3,1,4086.1968
0.3,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.3,10.3,1,4086.1967
0.3,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,10.3,1,4018.5997
0.3,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.2,10.3,1,4018.5997
0.3,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.3,10.3,1,4018.5994
0.35,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,11.13,1,4907.7653
0.35,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.2,11.13,1,4907.7653
0.35,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.3,11.13,1,4907.7656
0.35,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,11.13,1,4706.2503
0.35,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.2,11.13,1,4706.2503
0.35,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.3,11.13,1,4706.2503
0.35,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,11.13,1,4841.9324
0.35,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.2,11.13,1,4841.9324
0.35,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.3,11.13,1,4841.9325
0.35,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,11.13,1,4741.9595
0.35,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.2,11.13,1,4741.9595
0.35,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.3,11.13,1,4741.9595
0.4,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,11.9,1,5647.8892
0.4,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.2,11.9,1,5647.8892
0.4,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.3,11.9,1,5647.8894
0.4,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,11.9,1,5370.5169
0.4,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.2,11.9,1,5370.5169
0.4,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.3,11.9,1,5370.517
0.4,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,11.9,1,5558.5564
0.4,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.2,11.9,1,5558.5564
0.4,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.3,11.9,1,5558.5564
0.4,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,11.9,1,5419.2583
0.4,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.2,11.9,1,5419.2583
0.4,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.3,11.9,1,5419.2583
0.45,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,12.62,1,6663.7116
0.45,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.2,12.62,1,6663.7116
0.45,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.3,12.62,1,6662.4431
0.45,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,12.62,1,6260.8782
0.45,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.2,12.62,1,6260.8782
0.45,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.3,12.62,1,6260.8782
0.45,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,12.62,1,6536.5574
0.45,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.2,12.62,1,6536.5574
0.45,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.3,12.62,1,6535.959
0.45,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,12.62,1,6330.6976
0.45,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.2,12.62,1,6330.6976
0.45,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.3,12.62,1,6330.6553
0.5,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,13.3,1,7452.516
0.5,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.2,13.3,1,7452.516
0.5,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.3,13.3,1,7387.3936
0.5,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,13.3,1,6910.8813
0.5,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.2,13.3,1,6910.8813
0.5,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.3,13.3,1,6893.194
0.5,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,13.3,1,7286.9446
0.5,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.2,13.3,1,7286.9446
0.5,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.3,13.3,1,7237.6923
0.5,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,13.3,1,7002.6402
0.5,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.2,13.3,1,7002.6402
0.5,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.3,13.3,1,6979.709
0.05,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,10.98,2,2316.6779
0.05,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,10.98,2,2304.0818
0.05,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,10.98,2,2312.9498
0.05,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,10.98,2,2306.1543
0.1,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,13.85,2,2623.06
0.1,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,13.85,2,2595.7927
0.1,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,13.85,2,2615.0727
0.1,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,13.85,2,2600.6433
0.15,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,15.84,2,2946.2567
0.15,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,15.84,2,2901.8004
0.15,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,15.84,2,2933.3802
0.15,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,15.84,2,2909.6991
0.2,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,17.44,2,3594.0752
0.2,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,17.44,2,3450.0801
0.2,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,17.44,2,3551.8589
0.2,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,17.44,2,3471.7748
0.25,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,18.79,2,4011.8243
0.25,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,18.79,2,3866.2288
0.25,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,18.79,2,3970.4438
0.25,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,18.79,2,3891.1712
0.3,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,19.96,2,4947.4755
0.3,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,19.96,2,4614.9635
0.3,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,19.96,2,4855.6645
0.3,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,19.96,2,4666.6796
0.35,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,21.02,2,5469.6274
0.35,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,21.02,2,5147.573
0.35,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,21.02,2,5378.8013
0.35,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,21.02,2,5201.3869
0.4,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,21.98,2,6542.415
0.4,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,21.98,2,6063.1128
0.4,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,21.98,2,6407.9141
0.4,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,21.98,2,6142.3111
0.45,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,22.86,2,8447.0884
0.45,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,22.86,2,7545.0024
0.45,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,22.86,2,8200.3231
0.45,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,22.86,2,7688.8159
0.5,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,23.67,2,11775.5517
0.5,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,23.67,2,9691.1766
0.5,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,23.67,2,11136.5915
0.5,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,23.67,2,9967.6239
0.05,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,4.21,1,2284.8843
0.05,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.2,4.21,1,2284.8843
0.05,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.3,4.21,1,2284.8842
0.05,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,4.21,1,2218.7559
0.05,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.2,4.21,1,2218.7559
0.05,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.3,4.21,1,2218.7558
0.05,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,4.21,1,2262.6984
0.05,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.2,4.21,1,2262.6984
0.05,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.3,4.21,1,2262.6983
0.05,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,4.21,1,2228.5756
0.05,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.2,4.21,1,2228.5756
0.05,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.3,4.21,1,2228.5755
0.1,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,5.95,1,2538.2527
0.1,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.2,5.95,1,2538.2527
0.1,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.3,5.95,1,2538.2528
0.1,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,5.95,1,2475.3799
0.1,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.2,5.95,1,2475.3799
0.1,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.3,5.95,1,2475.3799
0.1,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,5.95,1,2517.2517
0.1,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.2,5.95,1,2517.2517
0.1,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.3,5.95,1,2517.2517
0.1,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,5.95,1,2485.8024
0.1,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.2,5.95,1,2485.8024
0.1,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.3,5.95,1,2485.8023
0.15,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,7.29,1,2863.4943
0.15,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.2,7.29,1,2863.4943
0.15,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.3,7.29,1,2863.4942
0.15,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,7.29,1,2791.675
0.15,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.2,7.29,1,2791.675
0.15,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.3,7.29,1,2791.675
0.15,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,7.29,1,2839.1906
0.15,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.2,7.29,1,2839.1906
0.15,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.3,7.29,1,2839.1904
0.15,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,7.29,1,2804.1386
0.15,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.2,7.29,1,2804.1386
0.15,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.3,7.29,1,2804.1386
0.2,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,8.4,1,3222.2659
0.2,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.2,8.4,1,3222.2659
0.2,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.3,8.4,1,3222.266
0.2,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,8.4,1,3133.6602
0.2,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.2,8.4,1,3133.6602
0.2,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.3,8.4,1,3133.6602
0.2,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,8.4,1,3192.2176
0.2,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.2,8.4,1,3192.2176
0.2,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.3,8.4,1,3192.2177
0.2,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,8.4,1,3149.3135
0.2,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.2,8.4,1,3149.3135
0.2,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.3,8.4,1,3149.3135
0.25,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,9.41,1,3677.5625
0.25,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.2,9.41,1,3677.5625
0.25,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.3,9.41,1,3677.5623
0.25,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,9.41,1,3559.4568
0.25,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.2,9.41,1,3559.4568
0.25,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.3,9.41,1,3559.4568
0.25,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,9.41,1,3637.617
0.25,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.2,9.41,1,3637.617
0.25,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.3,9.41,1,3637.617
0.25,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,9.41,1,3580.4375
0.25,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.2,9.41,1,3580.4375
0.25,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.3,9.41,1,3580.4375
0.3,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,10.3,1,4062.479
0.3,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.2,10.3,1,4062.479
0.3,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.3,10.3,1,4062.4783
0.3,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,10.3,1,3914.1032
0.3,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.2,10.3,1,3914.1032
0.3,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.3,10.3,1,3914.1031
0.3,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,10.3,1,4012.6333
0.3,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.2,10.3,1,4012.6333
0.3,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.3,10.3,1,4012.6334
0.3,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,10.3,1,3940.4342
0.3,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.2,10.3,1,3940.4342
0.3,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.3,10.3,1,3940.4341
0.35,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,11.13,1,4911.549
0.35,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.2,11.13,1,4911.549
0.35,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.3,11.13,1,4907.0748
0.35,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,11.13,1,4690.3227
0.35,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.2,11.13,1,4690.3227
0.35,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.3,11.13,1,4689.0982
0.35,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,11.13,1,4837.9806
0.35,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.2,11.13,1,4837.9806
0.35,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.3,11.13,1,4834.8371
0.35,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,11.13,1,4729.4664
