Volume Fraction,Matrix Density ,Matrix Elastic Modulus,Matrix Poisson's Ratio,Matrix Yield Strength (MPa),Matrix Hardening Parameter,Temperature ,Fiber Density,Fiber Elastic Modulus 1,Fiber Elastic Modulus 2,Fiber Elastic Modulus 3,Fiber Poisson 1,Fiber Poisson 2,Fiber Poisson 3,Fiber Shear 1,Fiber Shear 2,Fiber Shear 3,Composite Toughness
0.19,1200,1354.231975,0.37,77.586207,0.23256682,273,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,4.283342458
0.2,1200,1354.231975,0.37,77.586207,0.23256682,273,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,4.260267252
0.21,1200,1354.231975,0.37,77.586207,0.23256682,273,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,4.250159814
0.22,1200,1354.231975,0.37,77.586207,0.23256682,273,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,4.195504488
0.23,1200,1354.231975,0.37,77.586207,0.23256682,273,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,4.181817854
0.24,1200,1354.231975,0.37,77.586207,0.23256682,273,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,4.066028354
0.25,1200,1354.231975,0.37,77.586207,0.23256682,273,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,4.090647292
0.26,1200,1354.231975,0.37,77.586207,0.23256682,273,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,4.014516558
0.27,1200,1354.231975,0.37,77.586207,0.23256682,273,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,4.065913992
0.28,1200,1354.231975,0.37,77.586207,0.23256682,273,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.97745882
0.29,1200,1354.231975,0.37,77.586207,0.23256682,273,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.896779008
0.3,1200,1354.231975,0.37,77.586207,0.23256682,273,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.863070262
0.31,1200,1354.231975,0.37,77.586207,0.23256682,273,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.846213808
0.32,1200,1354.231975,0.37,77.586207,0.23256682,273,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.771210424
0.33,1200,1354.231975,0.37,77.586207,0.23256682,273,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.799256644
0.34,1200,1354.231975,0.37,77.586207,0.23256682,273,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.777250234
0.35,1200,1354.231975,0.37,77.586207,0.23256682,273,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.651136596
0.36,1200,1354.231975,0.37,77.586207,0.23256682,273,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.666380582
0.37,1200,1354.231975,0.37,77.586207,0.23256682,273,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.59814951
0.38,1200,1354.231975,0.37,77.586207,0.23256682,273,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.589819228
0.39,1200,1354.231975,0.37,77.586207,0.23256682,273,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.527873818
0.4,1200,1354.231975,0.37,77.586207,0.23256682,273,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.462885316
0.41,1200,1354.231975,0.37,77.586207,0.23256682,273,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.474741066
0.42,1200,1354.231975,0.37,77.586207,0.23256682,273,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.42520308
0.43,1200,1354.231975,0.37,77.586207,0.23256682,273,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.35853435
0.44,1200,1354.231975,0.37,77.586207,0.23256682,273,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.334290916
0.45,1200,1354.231975,0.37,77.586207,0.23256682,273,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.267329848
0.46,1200,1354.231975,0.37,77.586207,0.23256682,273,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.237794
0.47,1200,1354.231975,0.37,77.586207,0.23256682,273,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.237546206
0.48,1200,1354.231975,0.37,77.586207,0.23256682,273,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.185504602
0.49,1200,1354.231975,0.37,77.586207,0.23256682,273,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.205330512
0.5,1200,1354.231975,0.37,77.586207,0.23256682,273,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.147368376
0.01,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,4.416899756
0.02,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,4.430415172
0.03,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,4.393061692
0.04,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,4.341993788
0.05,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,4.328663134
0.06,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,4.230120338
0.07,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,4.167815252
0.08,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,4.14834263
0.09,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,4.099966446
0.1,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,4.030416804
0.11,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.975257146
0.12,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.960802782
0.13,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.888231076
0.14,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.84690451
0.15,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.808284632
0.16,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.779067416
0.17,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.667045276
0.18,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.692958726
0.19,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.612128744
0.2,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.587029666
0.21,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.577531644
0.22,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.524768028
0.23,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.513502866
0.24,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.411602188
0.25,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.435190876
0.26,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.366595736
0.27,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.409687354
0.28,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.332761422
0.29,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.272467042
0.3,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.237957906
0.31,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.220384022
0.32,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.152820896
0.33,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.175004432
0.34,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.158727602
0.35,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.050990372
0.36,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.063804318
0.37,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.00385613
0.38,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.998051954
0.39,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.948915994
0.4,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.896891066
0.41,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.909328872
0.42,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.860331716
0.43,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.804156022
0.44,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.77802767
0.45,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.727067784
0.46,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.714998646
0.47,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.703747326
0.48,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.66361747
0.49,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.681180132
0.5,1200,1655.172414,0.37,67.241379,0.544620657,298,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.639613564
0.01,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.907196016
0.02,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.907225248
0.03,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.869117486
0.04,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.821709774
0.05,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.808764486
0.06,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.717906206
0.07,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.659896748
0.08,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.646064922
0.09,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.599750574
0.1,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.538058456
0.11,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.48871104
0.12,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.477446296
0.13,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.41346407
0.14,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.376299558
0.15,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.343455206
0.16,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.315814284
0.17,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.217580388
0.18,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.241744042
0.19,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.170235712
0.2,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.151053762
0.21,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.141529326
0.22,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.093980428
0.23,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.086575544
0.24,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.994627606
0.25,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.015301514
0.26,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.95557891
0.27,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.992497366
0.28,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.926315304
0.29,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.872343958
0.3,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.841635572
0.31,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.826961432
0.32,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.765574378
0.33,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.788154318
0.34,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.769700484
0.35,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.677038028
0.36,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.689377638
0.37,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.634784828
0.38,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.631615214
0.39,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.587323362
0.4,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.541352166
0.41,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.548013998
0.42,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.508352674
0.43,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.45880929
0.44,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.43657469
0.45,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.391458664
0.46,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.379667442
0.47,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.368483984
0.48,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.334455514
0.49,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.346536514
0.5,1200,1396.551724,0.37,62.068966,0.346699482,333,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.309518558
0.01,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,3.010751502
0.02,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.997270784
0.03,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.96771497
0.04,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.928518938
0.05,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.91902193
0.06,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.84946011
0.07,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.80538296
0.08,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.792793778
0.09,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.759879042
0.1,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.712177066
0.11,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.67441473
0.12,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.66585677
0.13,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.615307448
0.14,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.587946578
0.15,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.560930962
0.16,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.541898614
0.17,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.465580412
0.18,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.482797856
0.19,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.42859188
0.2,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.412032042
0.21,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.405750904
0.22,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.369332042
0.23,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.363244572
0.24,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.29277824
0.25,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.309811662
0.26,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.261557676
0.27,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.28964556
0.28,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.239356188
0.29,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.196896736
0.3,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.172892482
0.31,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.16252337
0.32,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.115841478
0.33,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.129475706
0.34,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.11855137
0.35,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.047000142
0.36,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.054719088
0.37,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.01268279
0.38,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,2.009975512
0.39,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,1.97610562
0.4,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,1.939086454
0.41,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,1.945743594
0.42,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,1.913130062
0.43,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,1.874591658
0.44,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,1.85716557
0.45,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,1.823570732
0.46,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,1.812291312
0.47,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,1.805363
0.48,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,1.775595822
0.49,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,1.787382626
0.5,1200,1075.862069,0.37,46.551724,0.285243921,393,2540,75000,75000,75000,0.2,0.2,0.22,30000,30000,30000,1.757905068
0.01,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,5.659749802
0.02,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,5.673154958
0.03,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,5.665541022
0.04,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,5.645806376
0.05,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,5.687695258
0.06,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,5.657481344
0.07,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,5.634554666
0.08,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,5.632094786
0.09,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,5.622853672
0.1,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,5.61054156
0.11,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,5.5438671
0.12,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,5.56117027
0.13,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,5.520818766
0.14,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,5.514741766
0.15,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,5.452963218
0.16,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,5.446469512
0.17,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,5.34039874
0.18,1200,1186.206897,0.37,89.655172,0.22999764,233,1470,150000,4200,4200,0.35,0.35,0.35,2900,2900,1500,5.397802466
