Volume Fraction,Matrix Material,Fibre Material,Matrix Density (kg/m^3),Matrix Elastic Modulus (MPa),Matrix Poisson's Ratio,Matrix Yield Strength (MPa),Fibre Density (kg/m^3),Fibre Elastic Modulus (MPa),Fibre Poisson Ratio,Strain Rate,Fibre Diameter,Fibre Type,Mesh Size,Composite Elastic Modulus (MPa)
0.4,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,11.9,1,6,5358.6336
0.4,2,4,1200,2000,0.37,59,2530,85000,0.21,0.2,11.9,1,6,5358.6336
0.4,2,4,1200,2000,0.37,59,2530,85000,0.21,0.3,11.9,1,6,5358.6336
0.45,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,12.62,1,6,6610.3404
0.45,2,1,1200,2000,0.37,59,1770,220000,0.2,0.2,12.62,1,6,6610.3404
0.45,2,1,1200,2000,0.37,59,1770,220000,0.2,0.3,12.62,1,6,6610.0724
0.45,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,12.62,1,6,6207.0922
0.45,2,2,1200,2000,0.37,59,2540,75000,0.22,0.2,12.62,1,6,6207.0922
0.45,2,2,1200,2000,0.37,59,2540,75000,0.22,0.3,12.62,1,6,6207.0924
0.45,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,12.62,1,6,6482.3807
0.45,2,3,1200,2000,0.37,59,1470,150000,0.35,0.2,12.62,1,6,6482.3807
0.45,2,3,1200,2000,0.37,59,1470,150000,0.35,0.3,12.62,1,6,6482.3322
0.45,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,12.62,1,6,6277.0171
0.45,2,4,1200,2000,0.37,59,2530,85000,0.21,0.2,12.62,1,6,6277.0171
0.45,2,4,1200,2000,0.37,59,2530,85000,0.21,0.3,12.62,1,6,6277.0171
0.5,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,13.3,1,6,7396.9487
0.5,2,1,1200,2000,0.37,59,1770,220000,0.2,0.2,13.3,1,6,7396.9487
0.5,2,1,1200,2000,0.37,59,1770,220000,0.2,0.3,13.3,1,6,7355.6453
0.5,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,13.3,1,6,6854.6357
0.5,2,2,1200,2000,0.37,59,2540,75000,0.22,0.2,13.3,1,6,6854.6357
0.5,2,2,1200,2000,0.37,59,2540,75000,0.22,0.3,13.3,1,6,6846.4367
0.5,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,13.3,1,6,7230.3831
0.5,2,3,1200,2000,0.37,59,1470,150000,0.35,0.2,13.3,1,6,7230.3831
0.5,2,3,1200,2000,0.37,59,1470,150000,0.35,0.3,13.3,1,6,7200.9240
0.5,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,13.3,1,6,6946.5296
0.5,2,4,1200,2000,0.37,59,2530,85000,0.21,0.2,13.3,1,6,6946.5296
0.5,2,4,1200,2000,0.37,59,2530,85000,0.21,0.3,13.3,1,6,6934.8063
0.05,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,10.98,2,6,2240.8213
0.05,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,10.98,2,6,2228.8336
0.05,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,10.98,2,6,2237.2570
0.05,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,10.98,2,6,2230.8078
0.1,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,13.85,2,6,2541.8290
0.1,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,13.85,2,6,2515.7180
0.1,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,13.85,2,6,2534.1352
0.1,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,13.85,2,6,2520.3692
0.15,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,15.84,2,6,2857.7110
0.15,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,15.84,2,6,2815.2716
0.15,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,15.84,2,6,2845.3428
0.15,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,15.84,2,6,2822.8243
0.2,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,17.44,2,6,3495.9616
0.2,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,17.44,2,6,3356.3827
0.2,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,17.44,2,6,3455.0910
0.2,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,17.44,2,6,3377.4263
0.25,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,18.79,2,6,3910.4918
0.25,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,18.79,2,6,3769.3001
0.25,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,18.79,2,6,3870.1757
0.25,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,18.79,2,6,3793.5133
0.3,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,19.96,2,6,4840.4621
0.3,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,19.96,2,6,4512.6156
0.3,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,19.96,2,6,4749.6377
0.3,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,19.96,2,6,4563.4247
0.35,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,21.02,2,6,5355.1048
0.35,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,21.02,2,6,5040.5576
0.35,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,21.02,2,6,5266.0096
0.35,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,21.02,2,6,5093.1561
0.4,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,21.98,2,6,6421.0882
0.4,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,21.98,2,6,5951.2101
0.4,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,21.98,2,6,6288.2238
0.4,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,21.98,2,6,6028.7779
0.45,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,22.86,2,6,8336.9787
0.45,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,22.86,2,6,7434.5959
0.45,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,22.86,2,6,8089.0770
0.45,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,22.86,2,6,7577.7815
0.5,2,1,1200,2000,0.37,59,1770,220000,0.2,0.1,23.67,2,6,11693.7182
0.5,2,2,1200,2000,0.37,59,2540,75000,0.22,0.1,23.67,2,6,9598.6523
0.5,2,3,1200,2000,0.37,59,1470,150000,0.35,0.1,23.67,2,6,11048.5399
0.5,2,4,1200,2000,0.37,59,2530,85000,0.21,0.1,23.67,2,6,9875.0490
0.05,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,4.21,1,6,2435.1231
0.05,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.2,4.21,1,6,2435.1231
0.05,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.3,4.21,1,6,2435.1231
0.05,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,4.21,1,6,2375.4824
0.05,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.2,4.21,1,6,2375.4824
0.05,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.3,4.21,1,6,2375.4823
0.05,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,4.21,1,6,2414.6431
0.05,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.2,4.21,1,6,2414.6431
0.05,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.3,4.21,1,6,2414.6431
0.05,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,4.21,1,6,2384.3355
0.05,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.2,4.21,1,6,2384.3355
0.05,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.3,4.21,1,6,2384.3356
0.1,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,5.95,1,6,2685.0451
0.1,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.2,5.95,1,6,2685.0451
0.1,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.3,5.95,1,6,2685.0451
0.1,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,5.95,1,6,2626.8256
0.1,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.2,5.95,1,6,2626.8256
0.1,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.3,5.95,1,6,2626.8255
0.1,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,5.95,1,6,2665.2421
0.1,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.2,5.95,1,6,2665.2421
0.1,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.3,5.95,1,6,2665.2423
0.1,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,5.95,1,6,2636.5162
0.1,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.2,5.95,1,6,2636.5162
0.1,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.3,5.95,1,6,2636.5163
0.15,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,7.29,1,6,3002.3595
0.15,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.2,7.29,1,6,3002.3595
0.15,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.3,7.29,1,6,3002.3593
0.15,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,7.29,1,6,2934.7604
0.15,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.2,7.29,1,6,2934.7604
0.15,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.3,7.29,1,6,2934.7604
0.15,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,7.29,1,6,2979.3029
0.15,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.2,7.29,1,6,2979.3029
0.15,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.3,7.29,1,6,2979.3030
0.15,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,7.29,1,6,2946.5425
0.15,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.2,7.29,1,6,2946.5425
0.15,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.3,7.29,1,6,2946.5425
0.2,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,8.4,1,6,3346.4359
0.2,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.2,8.4,1,6,3346.4359
0.2,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.3,8.4,1,6,3346.4359
0.2,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,8.4,1,6,3262.7881
0.2,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.2,8.4,1,6,3262.7881
0.2,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.3,8.4,1,6,3262.7880
0.2,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,8.4,1,6,3318.0913
0.2,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.2,8.4,1,6,3318.0913
0.2,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.3,8.4,1,6,3318.0914
0.2,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,8.4,1,6,3277.6156
0.2,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.2,8.4,1,6,3277.6156
0.2,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.3,8.4,1,6,3277.6155
0.25,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,9.41,1,6,3771.6335
0.25,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.2,9.41,1,6,3771.6335
0.25,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.3,9.41,1,6,3771.6335
0.25,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,9.41,1,6,3661.3446
0.25,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.2,9.41,1,6,3661.3446
0.25,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.3,9.41,1,6,3661.3447
0.25,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,9.41,1,6,3734.6273
0.25,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.2,9.41,1,6,3734.6273
0.25,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.3,9.41,1,6,3734.6275
0.25,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,9.41,1,6,3680.9890
0.25,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.2,9.41,1,6,3680.9890
0.25,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.3,9.41,1,6,3680.9893
0.3,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,10.3,1,6,4131.9295
0.3,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.2,10.3,1,6,4131.9295
0.3,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.3,10.3,1,6,4131.9295
0.3,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,10.3,1,6,3994.0896
0.3,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.2,10.3,1,6,3994.0896
0.3,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.3,10.3,1,6,3994.0893
0.3,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,10.3,1,6,4086.1968
0.3,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.2,10.3,1,6,4086.1968
0.3,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.3,10.3,1,6,4086.1967
0.3,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,10.3,1,6,4018.5997
0.3,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.2,10.3,1,6,4018.5997
0.3,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.3,10.3,1,6,4018.5994
0.35,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,11.13,1,6,4907.7653
0.35,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.2,11.13,1,6,4907.7653
0.35,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.3,11.13,1,6,4907.7656
0.35,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,11.13,1,6,4706.2503
0.35,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.2,11.13,1,6,4706.2503
0.35,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.3,11.13,1,6,4706.2503
0.35,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,11.13,1,6,4841.9324
0.35,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.2,11.13,1,6,4841.9324
0.35,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.3,11.13,1,6,4841.9325
0.35,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,11.13,1,6,4741.9595
0.35,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.2,11.13,1,6,4741.9595
0.35,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.3,11.13,1,6,4741.9595
0.4,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,11.9,1,6,5647.8892
0.4,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.2,11.9,1,6,5647.8892
0.4,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.3,11.9,1,6,5647.8894
0.4,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,11.9,1,6,5370.5169
0.4,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.2,11.9,1,6,5370.5169
0.4,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.3,11.9,1,6,5370.5170
0.4,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,11.9,1,6,5558.5564
0.4,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.2,11.9,1,6,5558.5564
0.4,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.3,11.9,1,6,5558.5564
0.4,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,11.9,1,6,5419.2583
0.4,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.2,11.9,1,6,5419.2583
0.4,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.3,11.9,1,6,5419.2583
0.45,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,12.62,1,6,6663.7116
0.45,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.2,12.62,1,6,6663.7116
0.45,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.3,12.62,1,6,6662.4431
0.45,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,12.62,1,6,6260.8782
0.45,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.2,12.62,1,6,6260.8782
0.45,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.3,12.62,1,6,6260.8782
0.45,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,12.62,1,6,6536.5574
0.45,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.2,12.62,1,6,6536.5574
0.45,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.3,12.62,1,6,6535.9590
0.45,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,12.62,1,6,6330.6976
0.45,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.2,12.62,1,6,6330.6976
0.45,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.3,12.62,1,6,6330.6553
0.5,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,13.3,1,6,7452.5160
0.5,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.2,13.3,1,6,7452.5160
0.5,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.3,13.3,1,6,7387.3936
0.5,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,13.3,1,6,6910.8813
0.5,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.2,13.3,1,6,6910.8813
0.5,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.3,13.3,1,6,6893.1940
0.5,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,13.3,1,6,7286.9446
0.5,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.2,13.3,1,6,7286.9446
0.5,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.3,13.3,1,6,7237.6923
0.5,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,13.3,1,6,7002.6402
0.5,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.2,13.3,1,6,7002.6402
0.5,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.3,13.3,1,6,6979.7090
0.05,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,10.98,2,6,2316.6779
0.05,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,10.98,2,6,2304.0818
0.05,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,10.98,2,6,2312.9498
0.05,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,10.98,2,6,2306.1543
0.1,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,13.85,2,6,2623.0600
0.1,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,13.85,2,6,2595.7927
0.1,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,13.85,2,6,2615.0727
0.1,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,13.85,2,6,2600.6433
0.15,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,15.84,2,6,2946.2567
0.15,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,15.84,2,6,2901.8004
0.15,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,15.84,2,6,2933.3802
0.15,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,15.84,2,6,2909.6991
0.2,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,17.44,2,6,3594.0752
0.2,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,17.44,2,6,3450.0801
0.2,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,17.44,2,6,3551.8589
0.2,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,17.44,2,6,3471.7748
0.25,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,18.79,2,6,4011.8243
0.25,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,18.79,2,6,3866.2288
0.25,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,18.79,2,6,3970.4438
0.25,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,18.79,2,6,3891.1712
0.3,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,19.96,2,6,4947.4755
0.3,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,19.96,2,6,4614.9635
0.3,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,19.96,2,6,4855.6645
0.3,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,19.96,2,6,4666.6796
0.35,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,21.02,2,6,5469.6274
0.35,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,21.02,2,6,5147.5730
0.35,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,21.02,2,6,5378.8013
0.35,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,21.02,2,6,5201.3869
0.4,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,21.98,2,6,6542.4150
0.4,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,21.98,2,6,6063.1128
0.4,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,21.98,2,6,6407.9141
0.4,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,21.98,2,6,6142.3111
0.45,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,22.86,2,6,8447.0884
0.45,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,22.86,2,6,7545.0024
0.45,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,22.86,2,6,8200.3231
0.45,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,22.86,2,6,7688.8159
0.5,3,1,1180,2070,0.36,58.31,1770,220000,0.2,0.1,23.67,2,6,11775.5517
0.5,3,2,1180,2070,0.36,58.31,2540,75000,0.22,0.1,23.67,2,6,9691.1766
0.5,3,3,1180,2070,0.36,58.31,1470,150000,0.35,0.1,23.67,2,6,11136.5915
0.5,3,4,1180,2070,0.36,58.31,2530,85000,0.21,0.1,23.67,2,6,9967.6239
0.05,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,4.21,1,6,2284.8843
0.05,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.2,4.21,1,6,2284.8843
0.05,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.3,4.21,1,6,2284.8842
0.05,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,4.21,1,6,2218.7559
0.05,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.2,4.21,1,6,2218.7559
0.05,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.3,4.21,1,6,2218.7558
0.05,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,4.21,1,6,2262.6984
0.05,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.2,4.21,1,6,2262.6984
0.05,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.3,4.21,1,6,2262.6983
0.05,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,4.21,1,6,2228.5756
0.05,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.2,4.21,1,6,2228.5756
0.05,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.3,4.21,1,6,2228.5755
0.1,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,5.95,1,6,2538.2527
0.1,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.2,5.95,1,6,2538.2527
0.1,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.3,5.95,1,6,2538.2528
0.1,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,5.95,1,6,2475.3799
0.1,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.2,5.95,1,6,2475.3799
0.1,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.3,5.95,1,6,2475.3799
0.1,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,5.95,1,6,2517.2517
0.1,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.2,5.95,1,6,2517.2517
0.1,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.3,5.95,1,6,2517.2517
0.1,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,5.95,1,6,2485.8024
0.1,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.2,5.95,1,6,2485.8024
0.1,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.3,5.95,1,6,2485.8023
0.15,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,7.29,1,6,2863.4943
0.15,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.2,7.29,1,6,2863.4943
0.15,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.3,7.29,1,6,2863.4942
0.15,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,7.29,1,6,2791.6750
0.15,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.2,7.29,1,6,2791.6750
0.15,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.3,7.29,1,6,2791.6750
0.15,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,7.29,1,6,2839.1906
0.15,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.2,7.29,1,6,2839.1906
0.15,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.3,7.29,1,6,2839.1904
0.15,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,7.29,1,6,2804.1386
0.15,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.2,7.29,1,6,2804.1386
0.15,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.3,7.29,1,6,2804.1386
0.2,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,8.4,1,6,3222.2659
0.2,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.2,8.4,1,6,3222.2659
0.2,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.3,8.4,1,6,3222.2660
0.2,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,8.4,1,6,3133.6602
0.2,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.2,8.4,1,6,3133.6602
0.2,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.3,8.4,1,6,3133.6602
0.2,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.1,8.4,1,6,3192.2176
0.2,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.2,8.4,1,6,3192.2176
0.2,4,3,931,1890,0.4,39.8,1470,150000,0.35,0.3,8.4,1,6,3192.2177
0.2,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.1,8.4,1,6,3149.3135
0.2,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.2,8.4,1,6,3149.3135
0.2,4,4,931,1890,0.4,39.8,2530,85000,0.21,0.3,8.4,1,6,3149.3135
0.25,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.1,9.41,1,6,3677.5625
0.25,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.2,9.41,1,6,3677.5625
0.25,4,1,931,1890,0.4,39.8,1770,220000,0.2,0.3,9.41,1,6,3677.5623
0.25,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.1,9.41,1,6,3559.4568
0.25,4,2,931,1890,0.4,39.8,2540,75000,0.22,0.2,9.41,1,6,3559.4568
